fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,3,DECEMBER,06770650,CD3D,24 
2015,3,DECEMBER,06771000,CD3P,3 
2015,3,DECEMBER,06771000,CD3D,1 
2015,3,DECEMBER,06771000,CD3P,1 
2015,3,DECEMBER,06771000,CD3P,2 
2015,3,DECEMBER,06771000,CD3D,2 
2015,11,AUGUST,09771603,CD3D,2 
2015,11,AUGUST,10140002,3D,52 
2015,11,AUGUST,70341204,CD3L,12 
2015,11,AUGUST,70343904,CD3L,12 
2015,11,AUGUST,70344114,CD3L,12 
2015,11,AUGUST,70345064,CD3L,24 
2015,11,AUGUST,70345314,CD3L,168 
2015,11,AUGUST,70350001,CD3L,1 
2015,11,AUGUST,70350504,CD3L,12 
2015,11,AUGUST,70350584,CD3L,12 
2015,11,AUGUST,70352624,CD3L,60 
2015,11,AUGUST,70353614,CD3L,12 
2015,11,AUGUST,70357234,CD3L,24 
2015,11,AUGUST,70440204,CD3L,10 
2015,11,AUGUST,70442754,CD3L,18 
2015,11,AUGUST,70444034,CD3L,108 
2015,11,AUGUST,70446124,CD3L,36 
2015,11,AUGUST,70448964,CD3L,12 
2015,11,AUGUST,70449854,CD3L,3 
2015,11,AUGUST,70552214,CD3L,48 
2015,11,AUGUST,70559993,CD3L,119 
2015,11,AUGUST,70662434,CD3L,12 
2015,11,AUGUST,70668074,CD3L,14 
2015,11,AUGUST,70668544,CD3L,60 
2015,11,AUGUST,72773124,CD3L,15 
2015,11,AUGUST,73770004,CD3L,2 
2015,11,AUGUST,74770324,CD3L,3 
2015,11,AUGUST,74770444,CD3L,2 
2015,11,AUGUST,74771233,CD3L,30 
2015,11,AUGUST,74772183,CD3L,0 
2015,11,AUGUST,78774014,CD3L,2 
2015,11,AUGUST,78775843,CD3L,15 
2015,11,AUGUST,78776353,CD3L,24 
2015,11,AUGUST,79BL0870,3L,32 
2015,11,AUGUST,79BL7150,3L,816 
2015,11,AUGUST,79CN2396,3L,100 
2015,11,AUGUST,80777647,CD3M,2 
2015,11,AUGUST,81BL2060,CD3L,4 
2015,11,AUGUST,81BL2340,CD3L,6 
2015,11,AUGUST,81BL2450,CD3L,5 
2015,11,AUGUST,81NR2926,CD3L,5 
2015,11,AUGUST,81NR4426,CD3L,2 
2015,11,AUGUST,83132134,CD3L,1 
2015,11,AUGUST,83738028,CD3L,0 
2015,11,AUGUST,04120011,3P,364 
2015,11,AUGUST,04772822,CD3P,1 
2015,11,AUGUST,05110051,3P,170 
2015,11,AUGUST,05171002,3P,720 
2015,11,AUGUST,06142013,3D,108 
2015,11,AUGUST,06147008,3D,250 
2015,11,AUGUST,06148007,3D,380 
2015,11,AUGUST,06148027,3D,168 
2015,11,AUGUST,06160180,3D,120 
2015,11,AUGUST,06160250,3D,46 
2015,11,AUGUST,06160336,3D,"1,620 "
2015,11,AUGUST,06110024,3D,42 
2015,11,AUGUST,06130019,3D,224 
2015,11,AUGUST,06140085,3D,719 
2015,11,AUGUST,06140203,3D,17 
2015,11,AUGUST,06146035,3D,950 
2015,11,AUGUST,06157800,3D,80 
2015,11,AUGUST,06160015,3D,64 
2015,11,AUGUST,06160139,3D,540 
2015,11,AUGUST,06160465,3D,168 
2015,11,AUGUST,06161630,3D,"1,700 "
2015,11,AUGUST,06166210,3D,96 
2015,11,AUGUST,06170009,3D,98 
2015,11,AUGUST,06770433,CD3D,2 
2015,11,AUGUST,06771000,CD3D,1 
2015,11,AUGUST,06771000,CD3D,2 
2015,11,AUGUST,06771000,CD3D,1 
2015,11,AUGUST,06771000,CD3D,1 
2015,11,AUGUST,06771002,CD3P,0 
2015,11,AUGUST,06771002,CD3D,0 
2015,11,AUGUST,06771002,CD3D,4 
2015,11,AUGUST,06771531,CD3P,29 
2015,11,AUGUST,06771644,CD3D,108 
2015,11,AUGUST,06771654,CD3D,10 
2015,11,AUGUST,06772196,CD3D,30 
2015,11,AUGUST,06772276,CD3D,26 
2015,11,AUGUST,06772277,CD3D,77 
2015,11,AUGUST,06773901,CD3D,1 
2015,11,AUGUST,06775450,CD3D,1 
2015,11,AUGUST,06777777,CD3P,111 
2015,11,AUGUST,06779049,CD3D,3 
2015,11,AUGUST,06779319,CD3D,10 
2015,11,AUGUST,06779713,CD3D,1 
2015,11,AUGUST,06771000,CD3D,1 
2015,11,AUGUST,06771002,CD3D,2 
2015,11,AUGUST,06771002,CD3D,2 
2015,11,AUGUST,06771648,CD3D,45 
2015,11,AUGUST,06772213,CD3D,5 
2015,11,AUGUST,06772649,CD3D,2 
2015,11,AUGUST,06773060,CD3D,1 
2015,11,AUGUST,06775280,CD3D,1 
2015,11,AUGUST,06776923,CD3D,4 
2015,11,AUGUST,06778705,CD3D,2 
2015,11,AUGUST,06779302,CD3D,2 
2015,11,AUGUST,07771000,CD3P,60 
2015,3,DECEMBER,06771734,CD3D,150 
2015,3,DECEMBER,06772198,CD3D,2 
2015,3,DECEMBER,06774079,CD3D,1 
2015,3,DECEMBER,06775418,CD3D,41 
2015,3,DECEMBER,06776301,CD3D,262 
2015,3,DECEMBER,06778590,CD3D,1 
2015,3,DECEMBER,06779021,CD3D,2 
2015,3,DECEMBER,06779023,CD3D,47 
2015,3,DECEMBER,05770153,CD3P,29 
2015,3,DECEMBER,06110012,3D,18 
2015,3,DECEMBER,06110143,3D,12 
2015,3,DECEMBER,06130002,3D,224 
2015,3,DECEMBER,06140006,3D,96 
2015,3,DECEMBER,06142003,3D,80 
2015,3,DECEMBER,06142008,3D,162 
2015,3,DECEMBER,06160094,3D,60 
2015,3,DECEMBER,06160607,3D,72 
2015,3,DECEMBER,06161061,3D,162 
2015,3,DECEMBER,06161655,3D,"1,800 "
2015,3,DECEMBER,06163234,3M,153 
2015,3,DECEMBER,06166191,3D,95 
2015,3,DECEMBER,06168080,3D,39 
2015,3,DECEMBER,06770133,CD3D,8 
2015,3,DECEMBER,06770253,CD3P,6 
2015,3,DECEMBER,06770464,CD3D,51 
2015,3,DECEMBER,06770585,CD3D,15 
2015,3,DECEMBER,06770593,CD3D,3 
2015,3,DECEMBER,06770677,CD3D,10 
2015,3,DECEMBER,06771000,CD3D,14 
2015,3,DECEMBER,06771000,CD3D,1 
2015,3,DECEMBER,06771000,CD3P,40 
2015,3,DECEMBER,06771000,CD3D,2 
2015,3,DECEMBER,06771000,CD3P,55 
2015,3,DECEMBER,06771000,CD3P,50 
2015,3,DECEMBER,06771000,CD3D,2 
2015,3,DECEMBER,06771000,CD3D,1 
2015,3,DECEMBER,06771000,CD3D,11 
2015,3,DECEMBER,06771000,CD3P,160 
2015,3,DECEMBER,06771002,CD3D,6 
2015,3,DECEMBER,06771002,CD3D,12 
2015,3,DECEMBER,06771002,CD3D,38 
2015,3,DECEMBER,06771984,CD3D,35 
2015,3,DECEMBER,06772103,CD3D,1 
2015,3,DECEMBER,06772194,CD3D,81 
2015,3,DECEMBER,06775371,CD3D,1 
2015,3,DECEMBER,06775733,CD3D,67 
2015,3,DECEMBER,06776666,CD3D,6 
2015,3,DECEMBER,06778441,CD3P,18 
2015,3,DECEMBER,06778632,CD3D,5 
2015,3,DECEMBER,06779330,CD3D,1 
2015,11,AUGUST,10120008,3D,24 
2015,11,AUGUST,10120035,3D,5 
2015,11,AUGUST,10770800,CD3D,12 
2015,11,AUGUST,70120184,3L,672 
2015,11,AUGUST,70341064,CD3L,24 
2015,11,AUGUST,70344014,CD3L,60 
2015,11,AUGUST,70345944,CD3L,12 
2015,11,AUGUST,70345954,CD3L,24 
2015,11,AUGUST,70346234,CD3L,12 
2015,11,AUGUST,70346244,CD3L,24 
2015,11,AUGUST,70348424,CD3L,12 
2015,11,AUGUST,70350036,CD3L,36 
2015,11,AUGUST,70350394,CD3L,24 
2015,11,AUGUST,70351034,CD3L,24 
2015,11,AUGUST,70352404,CD3L,118 
2015,11,AUGUST,70358374,CD3L,12 
2015,11,AUGUST,70440146,CD3L,24 
2015,11,AUGUST,70443324,CD3L,36 
2015,11,AUGUST,70448004,CD3L,78 
2015,11,AUGUST,70448294,CD3L,12 
2015,11,AUGUST,70449584,CD3L,6 
2015,11,AUGUST,70551864,CD3L,48 
2015,11,AUGUST,70552974,CD3L,132 
2015,11,AUGUST,70554354,CD3L,48 
2015,11,AUGUST,70665254,CD3L,0 
2015,11,AUGUST,70666374,CD3L,24 
2015,11,AUGUST,70773056,CD3L,6 
2015,11,AUGUST,70773334,CD3L,6 
2015,11,AUGUST,70773404,CD3L,18 
2015,11,AUGUST,70777864,CD3L,12 
2015,11,AUGUST,74740707,3L,"1,200 "
2015,11,AUGUST,74771213,CD3L,1 
2015,11,AUGUST,74772884,CD3L,1 
2015,11,AUGUST,75770123,CD3L,48 
2015,11,AUGUST,78770894,CD3L,101 
2015,11,AUGUST,79NR1076,3L,300 
2015,11,AUGUST,07778001,CD3D,16 
2015,11,AUGUST,09150816,3D,324 
2015,11,AUGUST,09150822,3D,440 
2015,11,AUGUST,09150824,3D,144 
2015,11,AUGUST,09162020,3D,77 
2015,3,DECEMBER,07771000,CD3P,4 
2015,3,DECEMBER,09771052,CD3D,6 
2015,3,DECEMBER,09772028,CD3D,5 
2015,3,DECEMBER,70111347,3L,600 
2015,3,DECEMBER,70111874,3L,970 
2015,3,DECEMBER,70112652,3L,360 
2015,3,DECEMBER,70116834,3L,636 
2015,3,DECEMBER,70118174,3L,384 
2015,3,DECEMBER,70120204,3L,456 
2015,3,DECEMBER,70120274,3L,804 
2015,3,DECEMBER,70338314,CD3L,1 
2015,3,DECEMBER,70341144,CD3L,12 
2015,3,DECEMBER,70343194,CD3L,48 
2015,3,DECEMBER,70345144,CD3L,12 
2015,3,DECEMBER,70345174,CD3L,36 
2015,3,DECEMBER,70345224,CD3L,3 
2015,3,DECEMBER,70345534,CD3L,6 
2015,3,DECEMBER,70346744,CD3L,4 
2015,3,DECEMBER,70350734,CD3L,12 
2015,3,DECEMBER,70353264,CD3L,12 
2015,3,DECEMBER,70353994,CD3L,12 
2015,3,DECEMBER,70355304,CD3L,36 
2015,3,DECEMBER,70355344,CD3L,12 
2015,11,AUGUST,10120002,3D,45 
2015,11,AUGUST,70110104,3L,240 
2015,11,AUGUST,70121124,3L,120 
2015,11,AUGUST,70332014,CD3L,60 
2015,11,AUGUST,70338484,CD3L,6 
2015,11,AUGUST,70344564,CD3L,3 
2015,11,AUGUST,70348954,CD3L,36 
2015,11,AUGUST,70350994,CD3L,17 
2015,11,AUGUST,70352305,CD3L,8 
2015,11,AUGUST,70353244,CD3L,6 
2015,11,AUGUST,70354374,CD3L,6 
2015,11,AUGUST,70354634,CD3L,12 
2015,11,AUGUST,70357544,CD3L,144 
2015,11,AUGUST,70358004,CD3L,60 
2015,11,AUGUST,70358594,CD3L,132 
2015,11,AUGUST,70358704,CD3L,2 
2015,11,AUGUST,70359504,CD3L,17 
2015,11,AUGUST,70440046,CD3L,12 
2015,11,AUGUST,70440256,CD3L,70 
2015,11,AUGUST,70448664,CD3L,24 
2015,11,AUGUST,70553654,CD3L,24 
2015,11,AUGUST,70555564,CD3L,1 
2015,11,AUGUST,70556414,CD3L,18 
2015,11,AUGUST,70556944,CD3L,6 
2015,11,AUGUST,70557144,CD3L,24 
2015,11,AUGUST,70665384,CD3L,12 
2015,11,AUGUST,70666304,CD3L,9 
2015,11,AUGUST,70666934,CD3L,24 
2015,11,AUGUST,70668094,CD3L,36 
2015,11,AUGUST,70668404,CD3L,24 
2015,11,AUGUST,70771521,CD3L,4 
2015,11,AUGUST,70771624,CD3L,18 
2015,11,AUGUST,71713124,3L,24 
2015,11,AUGUST,71773104,CD3L,1 
2015,11,AUGUST,74741783,3L,528 
2015,11,AUGUST,74770384,CD3L,4 
2015,11,AUGUST,74772544,CD3L,1 
2015,11,AUGUST,74774294,CD3L,1 
2015,11,AUGUST,75754553,3L,"1,056 "
2015,11,AUGUST,78770884,CD3L,1 
2015,11,AUGUST,78776102,CD3L,24 
2015,11,AUGUST,80807362,3D,"11,760 "
2015,11,AUGUST,81BL0070,CD3L,14 
2015,11,AUGUST,81NR0326,CD3L,65 
2015,11,AUGUST,81NR3165,CD3L,1 
2015,11,AUGUST,83136424,CD3L,1 
2015,3,DECEMBER,09110072,3D,50 
2015,3,DECEMBER,09120006,3D,260 
2015,3,DECEMBER,09120026,3D,30 
2015,3,DECEMBER,09150062,3D,432 
2015,3,DECEMBER,09150299,3D,450 
2015,3,DECEMBER,09163016,3D,72 
2015,3,DECEMBER,09770516,CD3D,6 
2015,3,DECEMBER,70115394,3L,504 
2015,3,DECEMBER,70119754,3L,324 
2015,3,DECEMBER,70124114,3L,780 
2015,3,DECEMBER,70332114,CD3L,24 
2015,3,DECEMBER,70334854,CD3L,168 
2015,3,DECEMBER,70338984,CD3L,24 
2015,3,DECEMBER,70341074,CD3L,36 
2015,3,DECEMBER,70341884,CD3L,60 
2015,3,DECEMBER,70345264,CD3L,30 
2015,3,DECEMBER,70348144,CD3L,36 
2015,3,DECEMBER,70348614,CD3L,12 
2015,3,DECEMBER,70350504,CD3L,36 
2015,3,DECEMBER,70351164,CD3L,36 
2015,3,DECEMBER,01770260,CD3P,10 
2015,3,DECEMBER,02770012,CD3P,397 
2015,3,DECEMBER,04110035,3P,432 
2015,3,DECEMBER,04116015,3P,602 
2015,3,DECEMBER,04771000,CD3P,5 
2015,3,DECEMBER,04771000,CD3P,1 
2015,3,DECEMBER,04771000,CD3P,25 
2015,3,DECEMBER,04771000,CD3P,12 
2015,3,DECEMBER,04771002,CD3P,1 
2015,3,DECEMBER,04771003,CD3P,3 
2015,3,DECEMBER,04772838,CD3P,3 
2015,3,DECEMBER,70356074,CD3L,96 
2015,3,DECEMBER,70440204,CD3L,12 
2015,3,DECEMBER,70442754,CD3L,48 
2015,3,DECEMBER,70442844,CD3L,24 
2015,3,DECEMBER,70443054,CD3L,12 
2015,3,DECEMBER,70448024,CD3L,36 
2015,3,DECEMBER,70449344,CD3L,96 
2015,3,DECEMBER,70558874,CD3L,54 
2015,3,DECEMBER,70558964,CD3L,12 
2015,3,DECEMBER,70662504,CD3L,84 
2015,3,DECEMBER,70666994,CD3L,108 
2015,3,DECEMBER,70667704,CD3L,12 
2015,3,DECEMBER,70668074,CD3L,29 
2015,3,DECEMBER,70770354,CD3L,36 
2015,3,DECEMBER,70774334,CD3L,54 
2015,3,DECEMBER,70775234,CD3L,24 
2015,3,DECEMBER,72772113,CD3L,12 
2015,3,DECEMBER,73770114,CD3L,24 
2015,3,DECEMBER,74770603,CD3L,24 
2015,3,DECEMBER,74771664,CD3L,1 
2015,3,DECEMBER,74771914,CD3L,3 
2015,3,DECEMBER,74772804,CD3L,35 
2015,3,DECEMBER,77770534,CD3L,12 
2015,3,DECEMBER,78770934,CD3L,0 
2015,3,DECEMBER,79BL0870,3L,24 
2015,3,DECEMBER,79CN2025,3L,250 
2015,3,DECEMBER,79NR0025,3L,195 
2015,3,DECEMBER,79NR0646,3L,300 
2015,3,DECEMBER,79NR7787,3L,0 
2015,3,DECEMBER,81200003,CD3L,1 
2015,3,DECEMBER,81BL2170,CD3L,6 
2015,3,DECEMBER,81NR3446,CD3L,30 
2015,3,DECEMBER,81NR4616,CD3L,36 
2015,3,DECEMBER,83109474,CD3L,2 
2015,3,DECEMBER,83745026,CD3L,4 
2015,5,FEBRUARY,01110062,3P,"3,520 "
2015,5,FEBRUARY,01120220,3P,"2,869 "
2015,5,FEBRUARY,03771000,CD3P,10 
2015,5,FEBRUARY,04120018,3P,40 
2015,3,DECEMBER,70352244,CD3L,48 
2015,3,DECEMBER,70352604,CD3L,116 
2015,3,DECEMBER,70354284,CD3L,192 
2015,3,DECEMBER,70355204,CD3L,24 
2015,3,DECEMBER,70355524,CD3L,12 
2015,3,DECEMBER,70355694,CD3L,36 
2015,3,DECEMBER,70355854,CD3L,12 
2015,3,DECEMBER,70355904,CD3L,1 
2015,3,DECEMBER,70440010,CD3L,5 
2015,3,DECEMBER,70441064,CD3L,24 
2015,3,DECEMBER,70441214,CD3L,66 
2015,3,DECEMBER,70447504,CD3L,72 
2015,3,DECEMBER,70556074,CD3L,60 
2015,3,DECEMBER,70660264,CD3L,96 
2015,3,DECEMBER,70662294,CD3L,36 
2015,3,DECEMBER,70665066,CD3L,4 
2015,3,DECEMBER,70665744,CD3L,6 
2015,3,DECEMBER,70665814,CD3L,24 
2015,3,DECEMBER,70666484,CD3L,84 
2015,3,DECEMBER,70668814,CD3L,60 
2015,3,DECEMBER,70775244,CD3L,10 
2015,3,DECEMBER,70777034,CD3L,24 
2015,3,DECEMBER,72772064,CD3L,85 
2015,3,DECEMBER,73770003,CD3L,14 
2015,3,DECEMBER,74770854,CD3L,2 
2015,3,DECEMBER,74771113,CD3L,1 
2015,3,DECEMBER,74771204,CD3L,2 
2015,3,DECEMBER,74771594,CD3L,5 
2015,3,DECEMBER,74771943,CD3L,1 
2015,3,DECEMBER,74773023,CD3L,15 
2015,3,DECEMBER,74775223,CD3L,21 
2015,3,DECEMBER,75770064,CD3L,22 
2015,3,DECEMBER,76775374,CD3L,2 
2015,3,DECEMBER,76775624,CD3L,0 
2015,3,DECEMBER,77115692,3L,180 
2015,3,DECEMBER,77770325,CD3L,9 
2015,3,DECEMBER,78778154,CD3L,6 
2015,3,DECEMBER,78780003,3L,900 
2015,3,DECEMBER,79CN3016,3L,100 
2015,3,DECEMBER,79NR0365,3L,600 
2015,3,DECEMBER,79NR7797,3L,600 
2015,3,DECEMBER,81CN0075,CD3L,4 
2015,3,DECEMBER,81NR1996,CD3L,121 
2015,3,DECEMBER,81NR3286,CD3L,41 
2015,3,DECEMBER,83108904,CD3L,7 
2015,3,DECEMBER,83109234,CD3L,1 
2015,3,DECEMBER,83138744,CD3L,4 
2015,3,DECEMBER,83138984,CD3L,2 
2015,3,DECEMBER,83738018,CD3L,1 
2015,3,DECEMBER,83745277,CD3L,5 
2015,11,AUGUST,80807363,3D,"1,320 "
2015,11,AUGUST,81CN7247,CD3L,1 
2015,11,AUGUST,81NR1576,CD3L,12 
2015,11,AUGUST,81NR5406,CD3L,18 
2015,11,AUGUST,83108774,CD3L,11 
2015,11,AUGUST,83109264,CD3L,6 
2015,11,AUGUST,83136404,CD3L,0 
2015,3,DECEMBER,70354444,CD3L,0 
2015,3,DECEMBER,03771001,CD3P,18 
2015,3,DECEMBER,04120059,3P,565 
2015,3,DECEMBER,04128109,3P,12 
2015,3,DECEMBER,04771000,CD3P,13 
2015,3,DECEMBER,04771000,CD3P,1 
2015,3,DECEMBER,04771000,CD3P,1 
2015,3,DECEMBER,04771000,CD3P,19 
2015,3,DECEMBER,05120010,3P,147 
2015,3,DECEMBER,06110148,3D,12 
2015,3,DECEMBER,06110152,3D,16 
2015,3,DECEMBER,06146029,3D,60 
2015,3,DECEMBER,06146030,3D,672 
2015,3,DECEMBER,06148008,3D,40 
2015,3,DECEMBER,06159183,3D,30 
2015,3,DECEMBER,06160050,3D,324 
2015,3,DECEMBER,06161659,3D,112 
2015,3,DECEMBER,06162021,3D,28 
2015,3,DECEMBER,06164405,3D,18 
2015,3,DECEMBER,06164431,3D,192 
2015,3,DECEMBER,06165001,3D,180 
2015,3,DECEMBER,06167050,3D,219 
2015,3,DECEMBER,06170009,3D,150 
2015,3,DECEMBER,06181539,3D,36 
2015,3,DECEMBER,06770425,CD3D,270 
2015,3,DECEMBER,06770740,CD3D,1 
2015,3,DECEMBER,06771000,CD3P,4 
2015,3,DECEMBER,06771000,CD3P,0 
2015,3,DECEMBER,06771000,CD3D,2 
2015,3,DECEMBER,06771000,CD3D,6 
2015,3,DECEMBER,06771000,CD3D,6 
2015,3,DECEMBER,06771000,CD3D,3 
2015,3,DECEMBER,06771000,CD3P,24 
2015,3,DECEMBER,06771000,CD3D,4 
2015,3,DECEMBER,06771000,CD3D,1 
2015,3,DECEMBER,06771000,CD3D,5 
2015,3,DECEMBER,06771002,CD3P,1 
2015,3,DECEMBER,06771002,CD3D,1 
2015,3,DECEMBER,06771968,CD3D,3 
2015,3,DECEMBER,06772076,CD3D,12 
2015,3,DECEMBER,06773901,CD3D,6 
2015,3,DECEMBER,06775256,CD3D,8 
2015,3,DECEMBER,06776362,CD3D,1 
2015,3,DECEMBER,06776921,CD3D,10 
2015,11,AUGUST,05130014,3P,20 
2015,11,AUGUST,05173058,3P,120 
2015,11,AUGUST,06156062,3D,588 
2015,11,AUGUST,06160169,3D,36 
2015,11,AUGUST,06160920,3P,0 
2015,11,AUGUST,06167025,3D,120 
2015,11,AUGUST,06771002,CD3P,0 
2015,11,AUGUST,06771002,CD3P,1 
2015,11,AUGUST,06771537,CD3P,1 
2015,11,AUGUST,06772210,CD3D,1 
2015,11,AUGUST,06772275,CD3D,1 
2015,11,AUGUST,06775246,CD3D,3 
2015,11,AUGUST,06778010,CD3D,2 
2015,11,AUGUST,06779329,CD3D,5 
2015,11,AUGUST,05130013,3P,132 
2015,11,AUGUST,06110029,3D,282 
2015,11,AUGUST,06110149,3D,128 
2015,11,AUGUST,06140048,3D,50 
2015,11,AUGUST,06160455,3D,144 
2015,11,AUGUST,06160482,3P,12 
2015,11,AUGUST,06160821,3P,660 
2015,11,AUGUST,06161602,3D,615 
2015,11,AUGUST,06166191,3D,133 
2015,11,AUGUST,06167082,3D,528 
2015,11,AUGUST,06169935,3D,300 
2015,11,AUGUST,06770481,CD3D,6 
2015,11,AUGUST,06770704,CD3D,18 
2015,11,AUGUST,06771000,CD3D,200 
2015,11,AUGUST,06771000,CD3D,1 
2015,11,AUGUST,06771002,CD3D,0 
2015,11,AUGUST,06771002,CD3D,2 
2015,11,AUGUST,06771537,CD3P,46 
2015,11,AUGUST,06771540,CD3P,13 
2015,11,AUGUST,06771653,CD3D,4 
2015,11,AUGUST,06772076,CD3D,6 
2015,11,AUGUST,06772136,CD3D,46 
2015,11,AUGUST,06775043,CD3D,1 
2015,11,AUGUST,06775448,CD3P,28 
2015,11,AUGUST,06775556,CD3D,9 
2015,11,AUGUST,06775914,CD3D,10 
2015,11,AUGUST,06776184,CD3D,55 
2015,11,AUGUST,06778564,CD3D,13 
2015,11,AUGUST,06778620,CD3D,1 
2015,11,AUGUST,06779035,CD3D,2 
2015,11,AUGUST,06779080,CD3D,1 
2015,11,AUGUST,06779323,CD3D,20 
2015,11,AUGUST,06779804,CD3D,13 
2015,3,DECEMBER,07770112,CD3D,13 
2015,3,DECEMBER,09150428,3D,50 
2015,3,DECEMBER,09150833,3D,768 
2015,3,DECEMBER,09770510,CD3D,5 
2015,3,DECEMBER,10110025,3D,480 
2015,3,DECEMBER,10110276,3D,125 
2015,3,DECEMBER,10130007,3D,460 
2015,3,DECEMBER,70110197,3L,"3,456 "
2015,3,DECEMBER,70113614,3L,372 
2015,3,DECEMBER,70114114,3L,300 
2015,3,DECEMBER,70128474,3L,672 
2015,3,DECEMBER,70332984,CD3L,12 
2015,11,AUGUST,70440264,CD3L,26 
2015,11,AUGUST,70440994,CD3L,3 
2015,11,AUGUST,70442854,CD3L,36 
2015,11,AUGUST,70448942,CD3L,36 
2015,11,AUGUST,70554754,CD3L,96 
2015,11,AUGUST,70557006,CD3L,12 
2015,11,AUGUST,70559294,CD3L,12 
2015,11,AUGUST,70661094,CD3L,12 
2015,11,AUGUST,70772524,CD3L,24 
2015,11,AUGUST,70774534,CD3L,4 
2015,11,AUGUST,70775312,CD3L,12 
2015,11,AUGUST,70777114,CD3L,36 
2015,11,AUGUST,70778364,CD3L,6 
2015,11,AUGUST,73770034,CD3L,12 
2015,11,AUGUST,74742903,3L,"1,056 "
2015,11,AUGUST,74742913,3L,"1,056 "
2015,11,AUGUST,74744896,3L,120 
2015,11,AUGUST,74772964,CD3L,6 
2015,11,AUGUST,75770323,CD3L,96 
2015,11,AUGUST,77115694,3L,120 
2015,11,AUGUST,78770854,CD3L,66 
2015,11,AUGUST,78778154,CD3L,6 
2015,11,AUGUST,78786104,3L,672 
2015,11,AUGUST,79NR0466,3L,100 
2015,11,AUGUST,80770506,CD3M,4 
2015,11,AUGUST,81NR3766,CD3L,12 
2015,11,AUGUST,81NR4556,CD3L,20 
2015,11,AUGUST,81NR8116,CD3L,7 
2015,11,AUGUST,83108874,CD3L,4 
2015,11,AUGUST,83131384,CD3L,3 
2015,11,AUGUST,83134324,CD3L,4 
2015,11,AUGUST,83135946,CD3L,2 
2015,11,AUGUST,83137227,CD3L,0 
2015,11,AUGUST,83138094,CD3L,12 
2015,11,AUGUST,83737998,CD3L,3 
2015,3,DECEMBER,01127044,3P,"1,974 "
2015,3,DECEMBER,01161022,3P,"4,992 "
2015,3,DECEMBER,01771000,CD3P,11 
2015,11,AUGUST,06160481,3D,20 
2015,11,AUGUST,06160501,3D,70 
2015,11,AUGUST,06166090,3D,13 
2015,11,AUGUST,06166211,3D,24 
2015,11,AUGUST,06770250,CD3P,8 
2015,11,AUGUST,06770399,CD3D,13 
2015,11,AUGUST,06770609,CD3D,4 
2015,11,AUGUST,06771000,CD3D,0 
2015,11,AUGUST,06771000,CD3D,2 
2015,11,AUGUST,06771002,CD3D,50 
2015,11,AUGUST,06771002,CD3D,1 
2015,11,AUGUST,06771002,CD3D,2 
2015,11,AUGUST,06771538,CD3P,15 
2015,11,AUGUST,06771676,CD3D,8 
2015,11,AUGUST,06772198,CD3D,1 
2015,11,AUGUST,06772214,CD3D,5 
2015,11,AUGUST,06772247,CD3D,20 
2015,11,AUGUST,06772360,CD3D,2 
2015,11,AUGUST,06772393,CD3D,27 
2015,11,AUGUST,06775735,CD3D,1 
2015,11,AUGUST,06777778,CD3D,658 
2015,11,AUGUST,06778011,CD3D,11 
2015,11,AUGUST,06778542,CD3D,4 
2015,11,AUGUST,06778638,CD3D,8 
2015,11,AUGUST,06779126,CD3D,5 
2015,11,AUGUST,09150400,3D,30 
2015,11,AUGUST,09771000,CD3D,1 
2015,11,AUGUST,10771000,CD3D,1 
2015,11,AUGUST,70339984,CD3L,12 
2015,11,AUGUST,70341464,CD3L,24 
2015,11,AUGUST,70342194,CD3L,12 
2015,11,AUGUST,70345284,CD3L,60 
2015,11,AUGUST,70348184,CD3L,12 
2015,11,AUGUST,70348204,CD3L,54 
2015,11,AUGUST,70350714,CD3L,1 
2015,11,AUGUST,70351284,CD3L,12 
2015,11,AUGUST,70353184,CD3L,12 
2015,11,AUGUST,70355124,CD3L,0 
2015,11,AUGUST,70355154,CD3L,0 
2015,11,AUGUST,70356924,CD3L,36 
2015,11,AUGUST,70440804,CD3L,60 
2015,11,AUGUST,70442354,CD3L,36 
2015,11,AUGUST,70557424,CD3L,12 
2015,11,AUGUST,70665374,CD3L,12 
2015,11,AUGUST,70771714,CD3L,13 
2015,11,AUGUST,70775074,CD3L,24 
2015,11,AUGUST,70775274,CD3L,108 
2015,11,AUGUST,74770294,CD3L,7 
2015,11,AUGUST,74770864,CD3L,1 
2015,11,AUGUST,74771234,CD3L,1 
2015,11,AUGUST,74772893,CD3L,1 
2015,11,AUGUST,74773023,CD3L,12 
2015,11,AUGUST,74773294,CD3L,12 
2015,11,AUGUST,77771054,CD3L,1 
2015,11,AUGUST,78771284,CD3L,12 
2015,11,AUGUST,79BL1270,3L,128 
2015,11,AUGUST,79CN0055,3L,50 
2015,11,AUGUST,79CN0195,3L,0 
2015,11,AUGUST,79CN0726,3L,0 
2015,11,AUGUST,81BL0350,CD3L,4 
2015,11,AUGUST,81BL1220,CD3L,2 
2015,11,AUGUST,81CN3025,CD3L,31 
2015,11,AUGUST,81NR2086,CD3L,7 
2015,11,AUGUST,83109424,CD3L,3 
2015,11,AUGUST,83133974,CD3L,60 
2015,11,AUGUST,83744996,CD3L,1 
2015,3,DECEMBER,04120056,3P,280 
2015,3,DECEMBER,04126019,3P,890 
2015,3,DECEMBER,04126027,3P,540 
